ID,Consultant,URL,Duplicate/Unique,Search_Term,DateRetrieved,DatePublished,Job_Field,Job_Level,Job_title,Industry,Company,Experience LL (in years),Experience UL (in years),City,Country,Employment type,Work Setting,Payment Frequency,Currency,Salary LL,Salary UL,English proficiency,Additional_languages,Educational qualifications (if they need more than 1),Diploma,BSc,MSc,Mphil,Dphil/PhD,CIMA,ACCA,CIM,CA,CFA,Chartered Engineer,AI,Natural_Language_Processing(NLP),Data_Pipelines,Machine_Learning,Deep Learning,Computer_vision,Data_visualization,Data_warehouse,BigData,Data_management,Data_mining,Data_science,Bayesian,Optimization,Numerical_Analysis,IOT,Data_translation,Modelling,VBA macro,EDA,Hypothesis Testing,Data Analytics,Statistics,Data Cleaning,Survey Design,Dashboard Creation,Data Governance,Data Stratergy,Data Policy,Data Engineering,Software_development_process,Data Structuring,R,SAS,SPSS,Python,MAtlab,Scala,C#,Java,C++,C,Bash,Tensorflow,pyspark,YOLO,Vertica,SOQL,SOSL,MS Word,Ms Excel,Ms Access,Ms PowerPoint,Spreadsheets,Quickbooks,Outlook,Google_Analytics,Microsoft Power BI,Tableau,D3,Qlik,KNIME,Spotfire,Data Studio,Linux/Unix,OLE/DB,SQL,NoSQL,RDBMS,Oracle,MySQL,MongoDB,PostgreSQL,MPP_Platforms,SPL,Shopify,Looker,Snowflake,MixPanel,Alteryx,Spark,Kafka,Hadoop,Pig,Hive,Map/Reduce,Impala,Storm,Google_Cloud,AWS,cloud_storage,S3,Redshift,DigitalOcean,Teradata,Solr,Elasticsearch,EC2,EMR,Athena,DynamoDB,Safe Habour,Glue,Lambda,RDS,Kinesis,ECS,Fargate,Presentation_Skills,Communication,Problem_Solving,Team_Handling,agile execution,Analytical Skills,Intepretation,Project Management,Entrepreneurial Skills,Motivation,Time Management,Report Writting,Multi-tasking,Data_marketing,SEO,graphics_and_design_skills,Content_Management,Economic,Finance_Knowledge,Investment_Knowledge,Debtor_reconcilation,Payroll_management,Flash_Actionscript,web_design_and_development_tools,Wordpress,PHP,Javascript,Web_Analytic_tools,Recruitments,Payrolls,Branding,ETL/ELT,VMware,Azure,Saleforce Data Loader,Copado Data Deployer,Talend open studio,Experience with remote sensing,Shell,Go,PyTorch,ArcGIS,PostGIS,STATA,Leadership,Collaboration Skills,Research Skills,Crystal Reports
69,Thejaka,https://www.linkedin.com/jobs/search/?currentJobId=3430588572&f_TPR=r86400&geoId=92000000&keywords=data%20scientist&location=Worldwide&refresh=true,Unique,data analytics worldwide,12-01-23,12-01-23,Data Science,Mid-Senior level,Data Scientist,Insurance,bolttech,5,NA,Kuala Lumpur,Malaysia,Full - time,Hybrid,NA,NA,NA,NA,NA,NA,OR,0,"Mathematics, Statistics, Data Science","Mathematics, Statistics, Data Science",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70,Thejaka,https://www.linkedin.com/jobs/search/?currentJobId=3430539426&f_TPR=r86400&geoId=92000000&keywords=data%20scientist&location=Worldwide&refresh=true,Unique,data analytics worldwide,12-01-23,12-01-23,Data Science,NA,Data Scientist,Insurance,State Farm,NA,NA,Arizona,USA,Full - time,On - site,NA,NA,NA,NA,NA,NA,NA,0,0,"Statistics, Data Science",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Thejaka,https://www.linkedin.com/jobs/search/?currentJobId=3435460412&f_TPR=r86400&geoId=92000000&keywords=data%20scientist&location=Worldwide&refresh=true,Unique,data analytics worldwide,12-01-23,12-01-23,Data Science,Associate,Data Scientist,Pharmaceutical Manufacturing,Novartis Espana,6,NA,Barcelona,Spain,Full - time,NA,NA,NA,NA,NA,1,Spanish,OR,0,"Data Science, Mathematics, Physics",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Thejaka,https://www.linkedin.com/jobs/search/?currentJobId=3408839930&f_TPR=r86400&geoId=100446352&keywords=data%20scientist&location=Sri%20Lanka&refresh=true,Unique,data scientist sri lanka,12-01-23,12-01-23,Data Science,Mid-Senior level,DevOps Engineer (AWS),"Technology, Information and Internet",Kognitiv Corporation,1,4,Colombo,Sri Lanka,Full - time,Hybrid,NA,NA,NA,NA,NA,NA,OR,0,"Computer Systems Engineering, Information Security, Information Technology",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Thejaka,https://www.linkedin.com/jobs/search/?currentJobId=3431170570&f_TPR=r86400&geoId=100446352&keywords=data%20scientist&location=Sri%20Lanka&refresh=true,Unique,data scientist sri lanka,12-01-23,12-01-23,Data Science,Mid-Senior level,"Associate Engineer, Analytics & Data Science",Financial Services,London Stock Exchange Group,2,3,Colombo,Sri Lanka,Full - time,Hybrid,NA,NA,NA,NA,NA,NA,OR,0,"Computer Science, Engineering, Data Science",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Thejaka,https://www.linkedin.com/jobs/search/?currentJobId=3435799498&f_TPR=r86400&geoId=100565514&keywords=data%20scientist&location=Belgium&refresh=true,Unique,data scientist belgium,12-01-23,12-01-23,Data Science,Entry level,Data Scientist ,Staffing and Recruiting,Cooder,NA,NA,Brussels,Belgium,Contract,Hybrid,Monthly,Euro,2400,5000,NA,NA,OR,0,0,"Engineering, Quantitative Science, IT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Thejaka,https://www.linkedin.com/jobs/search/?currentJobId=3237211415&f_TPR=r86400&geoId=100565514&keywords=data%20scientist&location=Belgium&refresh=true,Unique,data scientist belgium,12-01-23,12-01-23,Data Science,NA,Data Scientist ,IT Services and IT Consulting,Solita,NA,NA,Leuven,Belgium,Full - time,NA,NA,NA,NA,NA,1,"Dutch, French",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Thejaka,https://www.linkedin.com/jobs/view/3433404903/?alternateChannel=search&refId=NpQw01XRTChIHDsPufE3iQ%3D%3D&trackingId=FlgIV%2BHK%2BBQGyDLsHlIPrw%3D%3D,Unique,data scientist belgium,12-01-23,12-01-23,Data Science,Entry level,Data Scientist – Data and analytics tribe – Exploration squad,Financial Services,Swift,4,NA,Brussels,Belgium,Full - time,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Thejaka,"https://www.glassdoor.com/job-listing/data-scientist-level-i-ii-ben-group-JV_IC1128247_KO0,25_KE26,35.htm?jl=1008396248724&pos=101&ao=1136043&s=58&guid=00000185a735af4282cb4ca361ebc56d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_61666e84&cb=1673547596734&jobListingId=1008396248724&jrtk=3-0-1gmjjbbrm2gpo001-1gmjjbbsd28iu000-84fbc0e1ff15b405-&copiedLink=true&ctt=1673547627456",#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Data Scientist,Advertising & Public Relations,BEN Group,1,NA,Provo,USA,NA,NA,Annual,USD,73000,114000,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78,Thejaka,glassdoor.com/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=00000185a735af4282cb4ca361ebc56d&src=GD_JOB_AD&t=SR&vt=w&cs=1_25f90b66&cb=1673547755035&jobListingId=1008402606910&jrtk=3-0-1gmjjbbrm2gpo001-1gmjjbbsd28iu000-a5df3e38979f94d2-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Data Scientist,Chemical Manufacturing,The Mosaic Company,NA,NA,Tampa,USA,NA,NA,Annual,USD,85000,133000,NA,NA,OR,0,"Computer Science, Engineering, Data Science, Statistics",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,Thejaka,glassdoor.com/partner/jobListing.htm?pos=103&ao=1136043&s=58&guid=00000185a735af4282cb4ca361ebc56d&src=GD_JOB_AD&t=SR&vt=w&cs=1_b6a50170&cb=1673547771011&jobListingId=1008196773304&jrtk=3-0-1gmjjbbrm2gpo001-1gmjjbbsd28iu000-14412d0c3d32e98e-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Data Scientist,Security,McAfee,3,NA,California,USA,NA,Remote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Thejaka,glassdoor.com/partner/jobListing.htm?pos=104&ao=1136043&s=58&guid=00000185a735af4282cb4ca361ebc56d&src=GD_JOB_AD&t=SR&vt=w&cs=1_fd4677a0&cb=1673547797002&jobListingId=1008401042849&jrtk=3-0-1gmjjbbrm2gpo001-1gmjjbbsd28iu000-b165772f483860d9-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Data Scientist,Finance,LPL Financial,NA,NA,South Carolina,USA,NA,NA,Annual,USD,91000,136500,NA,NA,NA,0,Statistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Thejaka,glassdoor.com/partner/jobListing.htm?pos=106&ao=1136043&s=58&guid=00000185a735af4282cb4ca361ebc56d&src=GD_JOB_AD&t=SR&vt=w&cs=1_63b8e5ba&cb=1673547820354&jobListingId=1007854590787&jrtk=3-0-1gmjjbbrm2gpo001-1gmjjbbsd28iu000-f456003975dac410-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Data Scientist,Manufacturing,Bose,5,NA,Framingham,USA,NA,Remote,NA,NA,NA,NA,NA,NA,OR,0,"Computer Science, Statistics, Applied Mathematics, Engineering, Information Science","Computer Science, Statistics, Applied Mathematics, Engineering, Information Science",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
82,Thejaka,glassdoor.com/partner/jobListing.htm?pos=115&ao=1136043&s=58&guid=00000185a735af4282cb4ca361ebc56d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_15fe6ce1&cb=1673547888318&jobListingId=1008395467177&jrtk=3-0-1gmjjbbrm2gpo001-1gmjjbbsd28iu000-41e06a73de58d25c-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Bioinformatics Data Scientist,Scientific Consulting and Services,"Signature Science, LLC",3,NA,Austin,USA,NA,NA,Annual,USD,83000,120000,NA,NA,OR,0,0,"Bioinformatics, Genomics, Data Science",0,"Bioinformatics, Genomics, Data Science",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Thejaka,glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=00000185a735af4282cb4ca361ebc56d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a39db2a1&cb=1673547922184&jobListingId=1008397083359&jrtk=3-0-1gmjjbbrm2gpo001-1gmjjbbsd28iu000-c1d8307ff64c2d58-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Data Scientist,IT,Ingress IT Solutions,NA,NA,NA,NA,Contract,Remote,Hourly,USD,32,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Thejaka,glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=00000185a735af4282cb4ca361ebc56d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_abf809b1&cb=1673547941380&jobListingId=1008401603717&jrtk=3-0-1gmjjbbrm2gpo001-1gmjjbbsd28iu000-b643dc67a103d5aa-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Data Scientist,Consulting Services,W. Capra Consulting Group,NA,NA,Chicago,USA,NA,Remote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Thejaka,glassdoor.com/partner/jobListing.htm?pos=127&ao=1136043&s=58&guid=00000185a735af4282cb4ca361ebc56d&src=GD_JOB_AD&t=SR&vt=w&cs=1_b3d67406&cb=1673547958886&jobListingId=1008378688313&jrtk=3-0-1gmjjbbrm2gpo001-1gmjjbbsd28iu000-7f60bf9274534aee-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Data Scientist,Genealogy,Ancestry,2,NA,NA,NA,NA,Remote,Annual,USD,68000,191000,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Thejaka,glassdoor.com/partner/jobListing.htm?pos=128&ao=1136043&s=58&guid=00000185a735af4282cb4ca361ebc56d&src=GD_JOB_AD&t=SR&vt=w&cs=1_2d9c4e09&cb=1673547971934&jobListingId=1008397100287&jrtk=3-0-1gmjjbbrm2gpo001-1gmjjbbsd28iu000-ddc93db43bdf2c57-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Data Scientist,Ecommerce,Dianthus,NA,NA,New York,USA,NA,NA,Annual,USD,99000,156000,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,Thejaka,glassdoor.com/partner/jobListing.htm?pos=130&ao=1136043&s=58&guid=00000185a735af4282cb4ca361ebc56d&src=GD_JOB_AD&t=SR&vt=w&cs=1_dbdbcd48&cb=1673547986226&jobListingId=1008402539017&jrtk=3-0-1gmjjbbrm2gpo001-1gmjjbbsd28iu000-1cc8b6def0b432ce-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Data Scientist,Engineering,Whitespace,3,NA,NA,NA,Full - time,Remote,Annual,USD,95000,125000,NA,NA,OR,0,"Engineering, Statistics, Mathematics, Economics, Computer Science, Data Science","Engineering, Statistics, Mathematics, Economics, Computer Science, Data Science",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Thejaka,glassdoor.com/partner/jobListing.htm?pos=216&ao=1136043&s=58&guid=00000185a73be92c88d9803c0131ce92&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_70817588&cb=1673548020186&jobListingId=1008400788210&jrtk=3-0-1gmjjnqbditl4801-1gmjjnqc4ia26800-aef04f0850383b25-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,Data Scientist,Marketing,Stefanini Group,4,NA,North Carolina,USA,Full - time,Remote,Hourly,USD,40,57,NA,NA,OR,0,"Quantitative Science, Computational Science","Quantitative Science, Computational Science",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Thejaka,glassdoor.com/partner/jobListing.htm?pos=221&ao=1136043&s=58&guid=00000185a73be92c88d9803c0131ce92&src=GD_JOB_AD&t=SR&vt=w&cs=1_e6a27766&cb=1673548252995&jobListingId=1008401620245&jrtk=3-0-1gmjjnqbditl4801-1gmjjnqc4ia26800-a8a49514265c4dfc-&copiedLink=true,#VALUE!,glassdoor data scientist jobs,12-01-23,12-01-23,Data Science,NA,"Data Scientist, Analytics",Tools and Technologies,Etsy,1,NA,Brooklyn,USA,Full - time,NA,Annual,USD,84000,110000,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
